car_model,price,year_model,kms,colour,fuel_type,location,url_car
Renault Duster 2.0 Dynamique 4x4,54.000.000,2017,"103,400",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2286221592-renault-duster-20-dynamique-4x4-_JM#position=25&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.3 T Iconic Cvt,89.900.000,2023,"19,100",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1404790031-renault-duster-iconic-cvt-4x2-_JM#position=26&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch 2.0 Intens Outsider,102.000.000,2023,"27,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1379351817-renault-duster-oroch-20-intens-outsider-_JM#position=27&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Intens,91.400.000,2024,0,Blanco,Gasolina,Cundinamarca,https://articulo.tucarro.com.co/MCO-2153801182-renault-duster-intens-2024-ds-_JM#position=28&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster INTENS TURBO 1.3 AUT 5P,84.900.000,2022,"35,919",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1409912907-renault-duster-intens-turbo-13-aut-5p-2022-jws178-_JM#position=29&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch Intense Mt Full,77.900.000,2020,"17,000",Rojo,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1407659255-renault-duster-oroch-intense-mt-full-_JM#position=30&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster 1.6 Intense,74.000.000,2023,"50,000",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1405935519-renault-duster-2023-4x2-_JM#position=31&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Oroch Outsider,108.300.000,2025,0,Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1405656479-renault-duster-oroch-outsider-_JM#position=32&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster DYNAMIQUE 2.0 M/T 4X2,51.800.000,2019,"100,459",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1404192427-renault-duster-dynamique-20-4x2-mt-_JM#position=33&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
Renault Duster Automatica,38.000.000,2013,"110,000",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2251160602-renault-duster-automatica-dynamique-2litros-_JM#position=34&search_layout=grid&type=item&tracking_id=595d2edb-16e2-481f-ba18-b16c1d0d9bce
