car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix 1.0t Mecánica,53.000.000,2021,"49,000",N/A,Gasolina,Risaralda,https://articulo.tucarro.com.co/MCO-1403140425-chevrolet-onix-2021-10t-mecanica-_JM#position=9&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,60.000.000,2021,"34,000",N/A,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1402282501-chevrolet-onix-2021-10t-automatica-_JM#position=10&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Mecánica,39.900.000,2017,"43,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2257652786-chevrolet-onix-2017-14-ltz-mecanica-_JM#position=11&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,52.500.000,2021,"29,012",Azul,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2259721788-chevrolet-onix-2021-10t-automatica-turbo-_JM#position=12&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Lt 1400 Cc Turbo Mt 2020,45.000.000,2020,"44,000",Gris,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2239030020-chevrolet-onix-lt-1400-cc-turbo-mt-2020-_JM#position=13&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Turbo Automatico 4x2 Gasolina,64.000.000,2023,"32,670",Rojo,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2232925174-chevrolet-onix-turbo-automatico-4x2-gasolina-_JM#position=14&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,45.200.000,2019,"62,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1396292525-chevrolet-onix-2019-14-ltz-aut-_JM#position=15&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz,39.800.000,2016,"73,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2196103708-chevrolet-onix-2016-14-ltz-_JM#position=16&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Rs,63.900.000,2023,"24,700",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1404189361-chevrolet-onix-rs-_JM#position=17&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,64.000.000,2022,"57,500",Plateado,Gasolina,Cesar,https://articulo.tucarro.com.co/MCO-2099407474-chevrolet-onix-premier-2022-_JM#position=18&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
